Timestamp,RegDTest,Multiply Constant,,,,,,,
0:26:24,0.73919,14.7838,,,,,,,
0:26:26,0.70331,14.0662,,,,,,,
0:26:28,0.66743,13.3486,,,,,,,
0:26:30,0.63154,12.6308,,,,,,,
0:26:32,0.59566,11.9132,,,,,,,
0:26:34,0.55978,11.1956,,,,,,,
0:26:36,0.52389,10.4778,,,,,,,
0:26:38,0.48801,9.7602,,,,,,,
0:26:40,0.45756,9.1512,,,,,,,
0:26:42,0.42872,8.5744,,,,,,,
0:26:44,0.39988,7.9976,,,,,,,
0:26:46,0.38091,7.6182,,,,,,,
0:26:48,0.36485,7.297,,,,,,,
0:26:50,0.34879,6.9758,,,,,,,
0:26:52,0.33273,6.6546,,,,,,,
0:26:54,0.31667,6.3334,,,,,,,
0:26:56,0.30061,6.0122,,,,,,,
0:26:58,0.27622,5.5244,,,,,,,
0:27:00,0.24933,4.9866,,,,,,,
0:27:02,0.22243,4.4486,,,,,,,
0:27:04,0.19554,3.9108,,,,,,,
0:27:06,0.16542,3.3084,,,,,,,
0:27:08,0.13437,2.6874,,,,,,,
0:27:10,0.10331,2.0662,,,,,,,
0:27:12,0.09629,1.9258,,,,,,,
0:27:14,0.04925,0.985,,,,,,,
0:27:16,0.01203,0.2406,,,,,,,
0:27:18,-0.01772,-0.3544,,,,,,,
0:27:20,-0.04746,-0.9492,,,,,,,
0:27:22,-0.07721,-1.5442,,,,,,,
0:27:24,-0.08411,-1.6822,,,,,,,
0:27:26,-0.12028,-2.4056,,,,,,,
0:27:28,-0.14329,-2.8658,,,,,,,
0:27:30,-0.15905,-3.181,,,,,,,
0:27:32,-0.1748,-3.496,,,,,,,
0:27:34,-0.19056,-3.8112,,,,,,,
0:27:36,-0.20077,-4.0154,,,,,,,
0:27:38,-0.20934,-4.1868,,,,,,,
0:27:40,-0.21792,-4.3584,,,,,,,
0:27:42,-0.22649,-4.5298,,,,,,,
0:27:44,-0.23507,-4.7014,,,,,,,
0:27:46,-0.24045,-4.809,,,,,,,
0:27:48,-0.24491,-4.8982,,,,,,,
0:27:50,-0.24936,-4.9872,,,,,,,
0:27:52,-0.25382,-5.0764,,,,,,,
0:27:54,-0.25828,-5.1656,,,,,,,
0:27:56,-0.26274,-5.2548,,,,,,,
0:27:58,-0.25801,-5.1602,,,,,,,
0:28:00,-0.25043,-5.0086,,,,,,,
0:28:02,-0.24285,-4.857,,,,,,,
0:28:04,-0.22423,-4.4846,,,,,,,
0:28:06,-0.20217,-4.0434,,,,,,,
0:28:08,-0.18012,-3.6024,,,,,,,
0:28:10,-0.14908,-2.9816,,,,,,,
0:28:12,-0.14071,-2.8142,,,,,,,
0:28:14,-0.07709,-1.5418,,,,,,,
0:28:16,-0.0216,-0.432,,,,,,,
0:28:18,-0.09217,-1.8434,,,,,,,
0:28:20,-0.09754,-1.9508,,,,,,,
0:28:22,-0.09195,-1.839,,,,,,,
0:28:24,-0.08636,-1.7272,,,,,,,
0:28:26,-0.08077,-1.6154,,,,,,,
0:28:28,-0.07518,-1.5036,,,,,,,
0:28:30,-0.06959,-1.3918,,,,,,,
0:28:32,-0.064,-1.28,,,,,,,
0:28:34,-0.06111,-1.2222,,,,,,,
0:28:36,-0.06751,-1.3502,,,,,,,
0:28:38,-0.07391,-1.4782,,,,,,,
0:28:40,-0.08031,-1.6062,,,,,,,
0:28:42,-0.08671,-1.7342,,,,,,,
0:28:44,-0.09311,-1.8622,,,,,,,
0:28:46,-0.09951,-1.9902,,,,,,,
0:28:48,-0.10532,-2.1064,,,,,,,
0:28:50,-0.1092,-2.184,,,,,,,
0:28:52,-0.11308,-2.2616,,,,,,,
0:28:54,-0.11396,-2.2792,,,,,,,
0:28:56,-0.10459,-2.0918,,,,,,,
0:28:58,-0.09523,-1.9046,,,,,,,
0:29:00,-0.08586,-1.7172,,,,,,,
0:29:02,-0.0765,-1.53,,,,,,,
0:29:04,-0.06713,-1.3426,,,,,,,
0:29:06,-0.05963,-1.1926,,,,,,,
0:29:08,-0.05843,-1.1686,,,,,,,
0:29:10,-0.05969,-1.1938,,,,,,,
0:29:12,-0.06952,-1.3904,,,,,,,
0:29:14,-0.07935,-1.587,,,,,,,
0:29:16,-0.08918,-1.7836,,,,,,,
0:29:18,-0.09776,-1.9552,,,,,,,
0:29:20,-0.10198,-2.0396,,,,,,,
0:29:22,-0.10621,-2.1242,,,,,,,
0:29:24,-0.11133,-2.2266,,,,,,,
0:29:26,-0.11962,-2.3924,,,,,,,
0:29:28,-0.12791,-2.5582,,,,,,,
0:29:30,-0.1362,-2.724,,,,,,,
0:29:32,-0.14449,-2.8898,,,,,,,
0:29:34,-0.15141,-3.0282,,,,,,,
0:29:36,-0.15348,-3.0696,,,,,,,
0:29:38,-0.15556,-3.1112,,,,,,,
0:29:40,-0.15763,-3.1526,,,,,,,
0:29:42,-0.15757,-3.1514,,,,,,,
0:29:44,-0.15023,-3.0046,,,,,,,
0:29:46,-0.14081,-2.8162,,,,,,,
0:29:48,-0.12437,-2.4874,,,,,,,
0:29:50,-0.10793,-2.1586,,,,,,,
0:29:52,-0.09149,-1.8298,,,,,,,
0:29:54,-0.07517,-1.5034,,,,,,,
0:29:56,-0.0593,-1.186,,,,,,,
0:29:58,-0.04342,-0.8684,,,,,,,
0:30:00,-0.02754,-0.5508,,,,,,,
0:30:02,-0.01166,-0.2332,,,,,,,
0:30:04,0.00421,0.0842,,,,,,,
0:30:06,0.02009,0.4018,,,,,,,
0:30:08,0.03339,0.6678,,,,,,,
0:30:10,0.03753,0.7506,,,,,,,
0:30:12,0.04166,0.8332,,,,,,,
0:30:14,0.04381,0.8762,,,,,,,
0:30:16,0.03926,0.7852,,,,,,,
0:30:18,0.03471,0.6942,,,,,,,
0:30:20,0.03016,0.6032,,,,,,,
0:30:22,0.02319,0.4638,,,,,,,
0:30:24,0.00776,0.1552,,,,,,,
0:30:26,-0.00767,-0.1534,,,,,,,
0:30:28,-0.0227,-0.454,,,,,,,
0:30:30,-0.0363,-0.726,,,,,,,
0:30:32,-0.0499,-0.998,,,,,,,
0:30:34,-0.0635,-1.27,,,,,,,
0:30:36,-0.0771,-1.542,,,,,,,
0:30:38,-0.0907,-1.814,,,,,,,
0:30:40,-0.1043,-2.086,,,,,,,
0:30:42,-0.1179,-2.358,,,,,,,
0:30:44,-0.12926,-2.5852,,,,,,,
0:30:46,-0.13258,-2.6516,,,,,,,
0:30:48,-0.1359,-2.718,,,,,,,
0:30:50,-0.13922,-2.7844,,,,,,,
0:30:52,-0.14254,-2.8508,,,,,,,
0:30:54,-0.14455,-2.891,,,,,,,
0:30:56,-0.14207,-2.8414,,,,,,,
0:30:58,-0.13959,-2.7918,,,,,,,
0:31:00,-0.13712,-2.7424,,,,,,,
0:31:02,-0.13464,-2.6928,,,,,,,
0:31:04,-0.13216,-2.6432,,,,,,,
0:31:06,-0.12968,-2.5936,,,,,,,
0:31:08,-0.1272,-2.544,,,,,,,
0:31:10,-0.12473,-2.4946,,,,,,,
0:31:12,-0.12225,-2.445,,,,,,,
0:31:14,-0.11977,-2.3954,,,,,,,
0:31:16,-0.11971,-2.3942,,,,,,,
0:31:18,-0.12804,-2.5608,,,,,,,
0:31:20,-0.13637,-2.7274,,,,,,,
0:31:22,-0.1447,-2.894,,,,,,,
0:31:24,-0.15437,-3.0874,,,,,,,
0:31:26,-0.16865,-3.373,,,,,,,
0:31:28,-0.18294,-3.6588,,,,,,,
0:31:30,-0.19722,-3.9444,,,,,,,
0:31:32,-0.2115,-4.23,,,,,,,
0:31:34,-0.22579,-4.5158,,,,,,,
0:31:36,-0.24007,-4.8014,,,,,,,
0:31:38,-0.25435,-5.087,,,,,,,
0:31:40,-0.26864,-5.3728,,,,,,,
0:31:42,-0.28633,-5.7266,,,,,,,
0:31:44,-0.3092,-6.184,,,,,,,
0:31:46,-0.31321,-6.2642,,,,,,,
0:31:48,-0.33162,-6.6324,,,,,,,
0:31:50,-0.35191,-7.0382,,,,,,,
0:31:52,-0.37221,-7.4442,,,,,,,
0:31:54,-0.3925,-7.85,,,,,,,
0:31:56,-0.41279,-8.2558,,,,,,,
0:31:58,-0.43308,-8.6616,,,,,,,
0:32:00,-0.45338,-9.0676,,,,,,,
0:32:02,-0.47367,-9.4734,,,,,,,
0:32:04,-0.49173,-9.8346,,,,,,,
0:32:06,-0.50192,-10.0384,,,,,,,
0:32:08,-0.51212,-10.2424,,,,,,,
0:32:10,-0.51896,-10.3792,,,,,,,
0:32:12,-0.51395,-10.279,,,,,,,
0:32:14,-0.50585,-10.117,,,,,,,
0:32:16,-0.48662,-9.7324,,,,,,,
0:32:18,-0.46353,-9.2706,,,,,,,
0:32:20,-0.42728,-8.5456,,,,,,,
0:32:22,-0.38714,-7.7428,,,,,,,
0:32:24,-0.33297,-6.6594,,,,,,,
0:32:26,-0.2788,-5.576,,,,,,,
0:32:28,-0.22462,-4.4924,,,,,,,
0:32:30,-0.1687,-3.374,,,,,,,
0:32:32,-0.10662,-2.1324,,,,,,,
0:32:34,-0.04453,-0.8906,,,,,,,
0:32:36,0.02018,0.4036,,,,,,,
0:32:38,0.09388,1.8776,,,,,,,
0:32:40,0.16758,3.3516,,,,,,,
0:32:42,0.25822,5.1644,,,,,,,
0:32:44,0.37569,7.5138,,,,,,,
0:32:46,0.39136,7.8272,,,,,,,
0:32:48,0.46124,9.2248,,,,,,,
0:32:50,0.53112,10.6224,,,,,,,
0:32:52,0.59722,11.9444,,,,,,,
0:32:54,0.64684,12.9368,,,,,,,
0:32:56,0.67985,13.597,,,,,,,
0:32:58,0.69642,13.9284,,,,,,,
0:33:00,0.71299,14.2598,,,,,,,
0:33:02,0.72956,14.5912,,,,,,,
0:33:04,0.74281,14.8562,,,,,,,
0:33:06,0.74439,14.8878,,,,,,,
0:33:08,0.74596,14.9192,,,,,,,
0:33:10,0.74469,14.8938,,,,,,,
0:33:12,0.73349,14.6698,,,,,,,
0:33:14,0.71944,14.3888,,,,,,,
0:33:16,0.69512,13.9024,,,,,,,
0:33:18,0.67081,13.4162,,,,,,,
0:33:20,0.64649,12.9298,,,,,,,
0:33:22,0.62218,12.4436,,,,,,,
0:33:24,0.59786,11.9572,,,,,,,
0:33:26,0.57355,11.471,,,,,,,
0:33:28,0.54923,10.9846,,,,,,,
0:33:30,0.52492,10.4984,,,,,,,
0:33:32,0.5006,10.012,,,,,,,
0:33:34,0.47795,9.559,,,,,,,
0:33:36,0.46108,9.2216,,,,,,,
0:33:38,0.44421,8.8842,,,,,,,
0:33:40,0.42735,8.547,,,,,,,
0:33:42,0.41048,8.2096,,,,,,,
0:33:44,0.39699,7.9398,,,,,,,
0:33:46,0.39552,7.9104,,,,,,,
0:33:48,0.39405,7.881,,,,,,,
0:33:50,0.39478,7.8956,,,,,,,
0:33:52,0.40305,8.061,,,,,,,
0:33:54,0.41437,8.2874,,,,,,,
0:33:56,0.4363,8.726,,,,,,,
0:33:58,0.45823,9.1646,,,,,,,
0:34:00,0.48016,9.6032,,,,,,,
0:34:02,0.50209,10.0418,,,,,,,
0:34:04,0.52405,10.481,,,,,,,
0:34:06,0.54612,10.9224,,,,,,,
0:34:08,0.5682,11.364,,,,,,,
0:34:10,0.59027,11.8054,,,,,,,
0:34:12,0.61235,12.247,,,,,,,
0:34:14,0.63442,12.6884,,,,,,,
0:34:16,0.65649,13.1298,,,,,,,
0:34:18,0.67857,13.5714,,,,,,,
0:34:20,0.70064,14.0128,,,,,,,
0:34:22,0.72271,14.4542,,,,,,,
0:34:24,0.74479,14.8958,,,,,,,
0:34:26,0.76566,15.3132,,,,,,,
0:34:28,0.78234,15.6468,,,,,,,
0:34:30,0.79902,15.9804,,,,,,,
0:34:32,0.81277,16.2554,,,,,,,
0:34:34,0.81648,16.3296,,,,,,,
0:34:36,0.81792,16.3584,,,,,,,
0:34:38,0.81146,16.2292,,,,,,,
0:34:40,0.805,16.1,,,,,,,
0:34:42,0.79501,15.9002,,,,,,,
0:34:44,0.7775,15.55,,,,,,,
0:34:46,0.77412,15.4824,,,,,,,
0:34:48,0.75912,15.1824,,,,,,,
0:34:50,0.74037,14.8074,,,,,,,
0:34:52,0.70833,14.1666,,,,,,,
0:34:54,0.67629,13.5258,,,,,,,
0:34:56,0.64425,12.885,,,,,,,
0:34:58,0.61221,12.2442,,,,,,,
0:35:00,0.58017,11.6034,,,,,,,
0:35:02,0.54813,10.9626,,,,,,,
0:35:04,0.51472,10.2944,,,,,,,
0:35:06,0.4765,9.53,,,,,,,
0:35:08,0.43827,8.7654,,,,,,,
0:35:10,0.40005,8.001,,,,,,,
0:35:12,0.36284,7.2568,,,,,,,
0:35:14,0.32918,6.5836,,,,,,,
0:35:16,0.29552,5.9104,,,,,,,
0:35:18,0.26186,5.2372,,,,,,,
0:35:20,0.22975,4.595,,,,,,,
0:35:22,0.20303,4.0606,,,,,,,
0:35:24,0.1763,3.526,,,,,,,
0:35:26,0.14957,2.9914,,,,,,,
0:35:28,0.12284,2.4568,,,,,,,
0:35:30,0.09611,1.9222,,,,,,,
0:35:32,0.06938,1.3876,,,,,,,
0:35:34,0.04492,0.8984,,,,,,,
0:35:36,0.02818,0.5636,,,,,,,
0:35:38,0.01145,0.229,,,,,,,
0:35:40,-0.00214,-0.0428,,,,,,,
0:35:42,-0.00446,-0.0892,,,,,,,
0:35:44,-0.00678,-0.1356,,,,,,,
0:35:46,-0.00645,-0.129,,,,,,,
0:35:48,0.00294,0.0588,,,,,,,
0:35:50,0.01467,0.2934,,,,,,,
0:35:52,0.03482,0.6964,,,,,,,
0:35:54,0.05496,1.0992,,,,,,,
0:35:56,0.07773,1.5546,,,,,,,
0:35:58,0.10954,2.1908,,,,,,,
0:36:00,0.14136,2.8272,,,,,,,
0:36:02,0.17318,3.4636,,,,,,,
0:36:04,0.20425,4.085,,,,,,,
0:36:06,0.23268,4.6536,,,,,,,
0:36:08,0.26112,5.2224,,,,,,,
0:36:10,0.28658,5.7316,,,,,,,
0:36:12,0.30164,6.0328,,,,,,,
0:36:14,0.3167,6.334,,,,,,,
0:36:16,0.32843,6.5686,,,,,,,
0:36:18,0.32877,6.5754,,,,,,,
0:36:20,0.32912,6.5824,,,,,,,
0:36:22,0.32946,6.5892,,,,,,,
0:36:24,0.3298,6.596,,,,,,,
0:36:26,0.33014,6.6028,,,,,,,
0:36:28,0.33049,6.6098,,,,,,,
0:36:30,0.33083,6.6166,,,,,,,
0:36:32,0.33117,6.6234,,,,,,,
0:36:34,0.33151,6.6302,,,,,,,
0:36:36,0.33186,6.6372,,,,,,,
0:36:38,0.3322,6.644,,,,,,,
0:36:40,0.33254,6.6508,,,,,,,
0:36:42,0.33183,6.6366,,,,,,,
0:36:44,0.3275,6.55,,,,,,,
0:36:46,0.32068,6.4136,,,,,,,
0:36:48,0.30511,6.1022,,,,,,,
0:36:50,0.28954,5.7908,,,,,,,
0:36:52,0.27397,5.4794,,,,,,,
0:36:54,0.25599,5.1198,,,,,,,
0:36:56,0.22243,4.4486,,,,,,,
0:36:58,0.19554,3.9108,,,,,,,
0:37:00,0.16542,3.3084,,,,,,,
0:37:02,0.13437,2.6874,,,,,,,
0:37:04,0.10331,2.0662,,,,,,,
0:37:06,0.09629,1.9258,,,,,,,
0:37:08,0.04925,0.985,,,,,,,
0:37:10,0.01203,0.2406,,,,,,,
0:37:12,-0.01772,-0.3544,,,,,,,
0:37:14,-0.04746,-0.9492,,,,,,,
0:37:16,-0.07721,-1.5442,,,,,,,
0:37:18,-0.08411,-1.6822,,,,,,,
0:37:20,-0.12028,-2.4056,,,,,,,
0:37:22,-0.14329,-2.8658,,,,,,,
0:37:24,-0.15905,-3.181,,,,,,,
0:37:26,-0.1748,-3.496,,,,,,,
0:37:28,-0.19056,-3.8112,,,,,,,
0:37:30,-0.20077,-4.0154,,,,,,,
0:37:32,-0.20934,-4.1868,,,,,,,
0:37:34,-0.21792,-4.3584,,,,,,,
0:37:36,-0.22649,-4.5298,,,,,,,
0:37:38,-0.23507,-4.7014,,,,,,,
0:37:40,-0.24045,-4.809,,,,,,,
0:37:42,-0.24491,-4.8982,,,,,,,
0:37:44,-0.24936,-4.9872,,,,,,,
0:37:46,-0.25382,-5.0764,,,,,,,
0:37:48,-0.25828,-5.1656,,,,,,,
0:37:50,-0.26274,-5.2548,,,,,,,
0:37:52,-0.25801,-5.1602,,,,,,,
0:37:54,-0.25043,-5.0086,,,,,,,
0:37:56,-0.24285,-4.857,,,,,,,
0:37:58,-0.22423,-4.4846,,,,,,,
0:38:00,-0.20217,-4.0434,,,,,,,
0:38:02,-0.18012,-3.6024,,,,,,,
0:38:04,-0.14908,-2.9816,,,,,,,
0:38:06,-0.14071,-2.8142,,,,,,,
0:38:08,-0.07709,-1.5418,,,,,,,
0:38:10,-0.0216,-0.432,,,,,,,
0:38:12,0.02466,0.4932,,,,,,,
0:38:14,0.07092,1.4184,,,,,,,
0:38:16,0.11718,2.3436,,,,,,,
0:38:18,0.16344,3.2688,,,,,,,
0:38:20,0.2097,4.194,,,,,,,
0:38:22,0.25595,5.119,,,,,,,
0:38:24,0.30221,6.0442,,,,,,,
0:38:26,0.34511,6.9022,,,,,,,
0:38:28,0.38695,7.739,,,,,,,
0:38:30,0.42878,8.5756,,,,,,,
0:38:32,0.47062,9.4124,,,,,,,
0:38:34,0.5052,10.104,,,,,,,
0:38:36,0.53754,10.7508,,,,,,,
0:38:38,0.56987,11.3974,,,,,,,
0:38:40,0.59456,11.8912,,,,,,,
0:38:42,0.61682,12.3364,,,,,,,
0:38:44,0.63908,12.7816,,,,,,,
0:38:46,0.66134,13.2268,,,,,,,
0:38:48,0.67515,13.503,,,,,,,
0:38:50,0.68621,13.7242,,,,,,,
0:38:52,0.69726,13.9452,,,,,,,
0:38:54,0.70788,14.1576,,,,,,,
0:38:56,0.71835,14.367,,,,,,,
0:38:58,0.72882,14.5764,,,,,,,
0:39:00,0.73929,14.7858,,,,,,,
0:39:02,0.75514,15.1028,,,,,,,
0:39:04,0.77269,15.4538,,,,,,,
0:39:06,0.77691,15.5382,,,,,,,
0:39:08,0.80236,16.0472,,,,,,,
0:39:10,0.81897,16.3794,,,,,,,
0:39:12,0.83015,16.603,,,,,,,
0:39:14,0.84134,16.8268,,,,,,,
0:39:16,0.85253,17.0506,,,,,,,
0:39:18,0.8513,17.026,,,,,,,
0:39:20,0.84597,16.9194,,,,,,,
0:39:22,0.83183,16.6366,,,,,,,
0:39:24,0.81495,16.299,,,,,,,
0:39:26,0.79189,15.8378,,,,,,,
0:39:28,0.76683,15.3366,,,,,,,
0:39:30,0.74177,14.8354,,,,,,,
0:39:32,0.72569,14.5138,,,,,,,
0:39:34,0.71253,14.2506,,,,,,,
0:39:36,0.70977,14.1954,,,,,,,
0:39:38,0.7104,14.208,,,,,,,
0:39:40,0.71104,14.2208,,,,,,,
0:39:42,0.72297,14.4594,,,,,,,
0:39:44,0.73846,14.7692,,,,,,,
0:39:46,0.75394,15.0788,,,,,,,
0:39:48,0.76943,15.3886,,,,,,,
0:39:50,0.79038,15.8076,,,,,,,
0:39:52,0.81307,16.2614,,,,,,,
0:39:54,0.83576,16.7152,,,,,,,
0:39:56,0.85844,17.1688,,,,,,,
0:39:58,0.88113,17.6226,,,,,,,
0:40:00,0.90382,18.0764,,,,,,,
